Price,Condo,Size,Rooms,Toilets,Suites,Parking,Elevator,Furnished,Swimming Pool,New,District,Negotiation Type,Property Type,Latitude,Longitude
723998,0,67,2,2,1,1,0,0,1,0,Consolação/São Paulo,sale,apartment,-23.550384,-46.647483
1900000,0,200,3,4,3,2,0,0,0,0,Consolação/São Paulo,sale,apartment,-23.548435,-46.656898
315000,1137,42,1,2,1,1,1,1,1,0,Consolação/São Paulo,sale,apartment,-23.554199,-46.657074
260865,330,32,1,2,1,1,1,0,0,0,Consolação/São Paulo,sale,apartment,-23.54799,-46.644325
2200000,1582,235,3,3,1,1,1,0,0,0,Consolação/São Paulo,sale,apartment,-23.552568,-46.655659
850000,820,85,2,2,1,1,0,1,0,0,Consolação/São Paulo,sale,apartment,-23.55151,-46.65325
620000,0,55,2,2,1,1,1,0,1,0,Consolação/São Paulo,sale,apartment,-23.553331,-46.65727
900000,639,60,2,2,1,2,1,0,1,1,Consolação/São Paulo,sale,apartment,-23.549335,-46.654608
1450000,1400,130,3,4,1,2,0,0,1,0,Consolação/São Paulo,sale,apartment,-23.554081,-46.659172
710000,450,55,2,2,1,1,1,0,1,0,Consolação/São Paulo,sale,apartment,-23.55685,-46.657206
2600000,3200,213,4,2,1,3,1,0,0,0,Consolação/São Paulo,sale,apartment,-23.546155,-46.660877
950000,1075,138,2,2,1,2,1,0,1,0,Consolação/São Paulo,sale,apartment,-23.546764,-46.643184
460000,662,37,1,2,1,1,0,0,0,0,Consolação/São Paulo,sale,apartment,-23.555119,-46.656069
750000,1400,108,2,2,1,1,1,0,0,0,Consolação/São Paulo,sale,apartment,-23.553074,-46.651426
1250000,980,118,3,3,1,1,1,0,0,0,Consolação/São Paulo,sale,apartment,-23.559637,-46.665683
430000,450,38,1,2,1,1,1,0,1,0,Consolação/São Paulo,sale,apartment,-23.552396,-46.652277
400000,700,35,1,2,1,1,1,1,1,0,Consolação/São Paulo,sale,apartment,-23.554081,-46.659172
486000,600,41,1,2,1,1,1,0,1,0,Consolação/São Paulo,sale,apartment,-23.554007,-46.653279
390000,350,54,1,2,1,1,1,0,0,0,Consolação/São Paulo,sale,apartment,-23.548779,-46.651096
265000,0,45,2,2,1,1,1,0,1,0,Liberdade/São Paulo,sale,apartment,-23.555392,-46.628307
185000,250,38,2,2,1,1,1,0,1,0,Liberdade/São Paulo,sale,apartment,-23.554039,-46.630837
450000,685,80,3,2,1,2,1,1,1,0,Liberdade/São Paulo,sale,apartment,-23.558008,-46.631027
350000,400,46,2,2,1,1,1,0,1,0,Liberdade/São Paulo,sale,apartment,-23.555293,-46.628528
315000,0,53,2,2,1,1,0,0,1,0,Liberdade/São Paulo,sale,apartment,-23.553501,-46.628189
299000,400,45,2,2,1,1,0,0,1,0,Liberdade/São Paulo,sale,apartment,-23.555293,-46.628528
265000,0,48,2,2,1,1,0,0,1,0,Liberdade/São Paulo,sale,apartment,-23.553501,-46.628189
189001,190,37,2,2,1,1,1,0,1,0,Liberdade/São Paulo,sale,apartment,-23.554012,-46.630526
189003,180,37,2,2,1,1,1,0,1,0,Liberdade/São Paulo,sale,apartment,-23.554012,-46.630526
125000,320,32,1,2,1,1,1,0,0,0,Liberdade/São Paulo,sale,apartment,-23.552245,-46.628108
165000,420,50,1,2,1,1,0,0,0,0,Liberdade/São Paulo,sale,apartment,-23.552786,-46.627518
899000,700,75,2,2,1,1,1,1,0,0,Liberdade/São Paulo,sale,apartment,-23.564262,-46.639887
199000,270,37,2,2,1,1,1,0,1,0,Liberdade/São Paulo,sale,apartment,-23.554012,-46.630526
210000,200,34,1,2,1,1,1,0,1,0,Liberdade/São Paulo,sale,apartment,-23.553501,-46.628189
500000,320,60,2,2,1,1,0,0,0,0,Liberdade/São Paulo,sale,apartment,-23.559339,-46.623384
189002,180,37,2,2,1,1,1,0,1,0,Liberdade/São Paulo,sale,apartment,-23.554012,-46.630526
200000,0,34,1,2,1,1,0,0,1,0,Liberdade/São Paulo,sale,apartment,-23.553501,-46.628189
225000,250,37,1,2,1,1,1,0,1,0,Liberdade/São Paulo,sale,apartment,-23.555276,-46.628691
635792,0,66,2,2,1,1,0,0,0,0,Liberdade/São Paulo,sale,apartment,-23.562139,-46.634816
189000,220,37,2,2,1,1,1,0,1,0,Liberdade/São Paulo,sale,apartment,-23.554289,-46.630816
213000,230,37,2,2,1,1,1,0,1,0,Liberdade/São Paulo,sale,apartment,-23.554012,-46.630526
261000,0,45,2,2,1,1,1,0,1,0,Liberdade/São Paulo,sale,apartment,-23.555276,-46.628691
450000,500,56,2,2,1,1,0,1,1,0,Pari/São Paulo,sale,apartment,-23.525459,-46.606853
400000,380,55,2,2,1,1,0,0,1,0,Pari/São Paulo,sale,apartment,-23.525501,-46.606976
380000,500,62,3,2,1,1,1,1,1,0,Pari/São Paulo,sale,apartment,-23.52529,-46.603233
410000,450,61,3,2,1,1,1,0,1,0,Pari/São Paulo,sale,apartment,-23.52529,-46.603235
680000,550,87,3,2,1,2,1,1,1,0,Pari/São Paulo,sale,apartment,-23.52651,-46.608819
410000,380,56,2,2,1,1,1,0,1,0,Pari/São Paulo,sale,apartment,-23.524417,-46.606747
530000,600,75,2,2,1,1,1,0,1,0,Pari/São Paulo,sale,apartment,-23.525501,-46.606974
319000,0,65,3,2,1,1,1,0,1,1,Pari/São Paulo,sale,apartment,-23.536341,-46.598972
356000,480,52,2,2,1,1,0,0,1,0,Pari/São Paulo,sale,apartment,-23.52139,-46.637872
360000,380,53,2,2,1,1,1,0,1,0,Pari/São Paulo,sale,apartment,-23.52529,-46.603235
342700,0,62,3,2,1,1,0,0,1,0,Pari/São Paulo,sale,apartment,-23.52529,-46.603235
470000,520,66,2,2,1,1,0,0,0,0,Pari/São Paulo,sale,apartment,-23.532518,-46.569268
620000,0,78,3,2,1,1,0,0,1,0,Pari/São Paulo,sale,apartment,-23.527009,-46.618541
380000,620,55,2,2,1,1,0,0,1,0,Pari/São Paulo,sale,apartment,-23.527469,-46.605183
380000,500,61,2,2,1,1,1,1,1,0,Pari/São Paulo,sale,apartment,-23.52472,-46.603524
670000,550,83,2,2,1,2,1,0,1,0,Pari/São Paulo,sale,apartment,-23.52651,-46.608819
370000,430,57,2,2,1,1,1,0,1,0,Pari/São Paulo,sale,apartment,-23.52529,-46.603235
400000,380,53,2,2,1,1,0,0,1,0,Pari/São Paulo,sale,apartment,-23.52529,-46.603235
600000,610,85,3,3,1,2,0,0,0,0,Pari/São Paulo,sale,apartment,-23.532518,-46.569268
450000,500,61,3,2,1,1,1,0,1,0,Pari/São Paulo,sale,apartment,-23.52472,-46.603524
898000,1500,135,4,4,2,2,1,0,1,0,Pari/São Paulo,sale,apartment,-23.532896,-46.568899
430000,447,61,2,2,1,1,1,0,1,0,Pari/São Paulo,sale,apartment,-23.52472,-46.603524
630000,610,85,2,3,2,2,0,0,0,0,Pari/São Paulo,sale,apartment,-23.532518,-46.569268
907000,950,123,4,4,1,2,0,0,0,0,Pari/São Paulo,sale,apartment,-23.532896,-46.568899
873000,950,123,3,4,1,2,0,0,0,0,Pari/São Paulo,sale,apartment,-23.532518,-46.569268
898000,1500,135,3,4,3,2,1,0,1,0,Pari/São Paulo,sale,apartment,-23.532518,-46.569268
350000,380,53,2,2,1,1,0,1,1,0,Pari/São Paulo,sale,apartment,-23.525212,-46.602867
430000,450,62,3,2,1,1,0,0,1,0,Pari/São Paulo,sale,apartment,-23.52529,-46.603235
690000,550,83,2,2,1,2,0,0,1,0,Pari/São Paulo,sale,apartment,-23.526179,-46.609282
700000,1000,103,4,3,1,2,1,0,1,0,Pari/São Paulo,sale,apartment,-23.55141,-46.530146
530000,600,75,2,2,1,1,0,0,0,0,Pari/São Paulo,sale,apartment,-23.525499,-46.606969
700000,1000,103,3,3,1,2,1,0,1,0,Pari/São Paulo,sale,apartment,-23.551832,-46.530166
475000,851,93,3,2,1,1,1,0,0,0,República/São Paulo,sale,apartment,-23.540684,-46.637965
840000,1760,310,3,3,1,1,1,0,0,0,República/São Paulo,sale,apartment,-23.545905,-46.64291
265000,598,44,1,2,1,1,0,0,0,0,República/São Paulo,sale,apartment,-23.543623,-46.640101
297990,340,31,1,2,1,1,1,0,1,0,República/São Paulo,sale,apartment,-23.543657,-46.645291
189998,330,35,1,2,1,1,0,0,0,0,República/São Paulo,sale,apartment,-23.545229,-46.644152
1650000,1980,266,4,4,1,2,1,0,1,0,República/São Paulo,sale,apartment,-23.546764,-46.643184
571258,0,39,1,2,1,1,1,0,1,0,República/São Paulo,sale,apartment,-23.542637,-46.643494
2550000,1700,348,3,2,1,1,0,0,0,0,República/São Paulo,sale,apartment,-23.544683,-46.644157
390000,300,40,1,2,1,1,1,1,1,0,República/São Paulo,sale,apartment,-23.540872,-46.643343
650000,880,113,4,3,1,1,0,1,0,0,República/São Paulo,sale,apartment,-23.544271,-46.64472
590000,900,120,2,2,1,1,0,0,0,0,República/São Paulo,sale,apartment,-23.546627,-46.646596
320000,800,56,1,2,1,1,1,0,0,0,República/São Paulo,sale,apartment,-23.541849,-46.63993
310000,359,47,1,2,1,1,0,0,0,0,República/São Paulo,sale,apartment,-23.542109,-46.641204
385000,287,40,1,2,1,1,1,0,1,0,República/São Paulo,sale,apartment,-23.540872,-46.643343
3550000,3320,400,2,4,1,1,1,0,1,0,República/São Paulo,sale,apartment,-23.544916,-46.643053
605000,400,65,2,2,1,1,1,1,1,0,República/São Paulo,sale,apartment,-23.540872,-46.643343
385000,287,40,1,2,1,1,1,0,1,0,República/São Paulo,sale,apartment,-23.540872,-46.643343
472869,0,39,1,2,1,1,1,0,1,0,República/São Paulo,sale,apartment,-23.542637,-46.643494
259700,290,38,1,2,1,1,1,0,0,0,República/São Paulo,sale,apartment,-23.540271,-46.637058
250000,460,70,2,2,1,1,0,0,0,0,República/São Paulo,sale,apartment,-23.539593,-46.639654
295000,221,45,1,2,1,1,1,0,0,0,República/São Paulo,sale,apartment,-23.540271,-46.637058
426427,400,39,1,2,1,1,1,0,1,0,República/São Paulo,sale,apartment,-23.544085,-46.6425
300000,300,56,1,2,1,1,1,0,0,0,Santa Cecília/São Paulo,sale,apartment,-23.540666,-46.641336
447000,500,59,2,2,1,1,1,0,1,0,Santa Cecília/São Paulo,sale,apartment,-23.532864,-46.651301
2790000,2950,200,3,6,3,3,0,1,0,0,Santa Cecília/São Paulo,sale,apartment,-23.538636,-46.659843
1100000,1300,140,3,2,1,1,0,0,0,0,Santa Cecília/São Paulo,sale,apartment,-23.536758,-46.661163
1260000,1340,103,3,2,1,2,1,0,1,0,Santa Cecília/São Paulo,sale,apartment,-23.537588,-46.662556
700000,740,80,2,2,1,1,0,0,0,0,Santa Cecília/São Paulo,sale,apartment,-23.53336,-46.65956
350000,500,56,1,2,1,1,1,0,0,0,Santa Cecília/São Paulo,sale,apartment,-23.541884,-46.648065
251000,360,51,1,2,1,1,1,1,0,0,Santa Cecília/São Paulo,sale,apartment,-23.53201,-46.658209
595000,650,68,2,2,1,1,1,0,1,0,Santa Cecília/São Paulo,sale,apartment,-23.533623,-46.654474
880000,1700,128,3,3,2,1,0,0,0,0,Santa Cecília/São Paulo,sale,apartment,-23.539413,-46.660519
760000,1420,70,2,2,1,1,0,1,0,0,Santa Cecília/São Paulo,sale,apartment,-23.536492,-46.653142
760000,1045,62,2,2,1,1,0,0,0,0,Santa Cecília/São Paulo,sale,apartment,-23.540633,-46.657663
400000,450,60,2,2,1,1,0,0,0,0,Santa Cecília/São Paulo,sale,apartment,-23.533369,-46.647332
510000,650,85,2,2,1,1,0,0,0,0,Santa Cecília/São Paulo,sale,apartment,-23.536795,-46.652111
700000,840,97,2,2,1,1,1,0,0,0,Santa Cecília/São Paulo,sale,apartment,-23.532415,-46.660077
1476000,2500,220,3,3,1,1,0,0,0,0,Santa Cecília/São Paulo,sale,apartment,-23.532516,-46.652396
454000,450,59,2,2,1,1,0,0,1,0,Santa Cecília/São Paulo,sale,apartment,-23.531348,-46.647771
595000,650,59,2,2,1,1,1,0,1,0,Santa Cecília/São Paulo,sale,apartment,-23.538992,-46.647003
650000,835,81,2,2,1,1,1,0,0,0,Santa Cecília/São Paulo,sale,apartment,-23.535836,-46.659603
590000,600,65,2,2,1,1,0,1,0,0,Santa Cecília/São Paulo,sale,apartment,-23.539622,-46.652575
360000,528,37,1,2,1,1,1,1,1,0,Santa Cecília/São Paulo,sale,apartment,-23.533991,-46.649018
890000,1996,127,3,2,1,1,0,0,0,0,Santa Cecília/São Paulo,sale,apartment,-23.538606,-46.659019
375000,650,42,1,2,1,1,1,1,1,0,Santa Cecília/São Paulo,sale,apartment,-23.538992,-46.647003
3800000,0,320,3,4,3,4,1,0,1,0,Santa Cecília/São Paulo,sale,apartment,-23.540912,-46.663029
275000,450,72,1,2,1,1,1,0,0,0,Santa Cecília/São Paulo,sale,apartment,-23.538503,-46.647031
900000,1270,150,3,3,1,1,0,0,0,0,Santa Cecília/São Paulo,sale,apartment,-23.540276,-46.655536
595000,0,62,2,2,1,1,1,0,1,0,Santa Cecília/São Paulo,sale,apartment,-23.540872,-46.643343
2800000,4000,210,4,3,2,3,1,0,1,0,Santa Cecília/São Paulo,sale,apartment,-23.538474,-46.66133
480000,800,84,2,2,1,1,1,0,0,0,Santa Cecília/São Paulo,sale,apartment,-23.534163,-46.653636
500000,750,105,2,2,1,1,1,0,0,0,Santa Cecília/São Paulo,sale,apartment,-23.543201,-46.647569
2800000,2450,256,3,5,2,2,0,0,0,0,Santa Cecília/São Paulo,sale,apartment,-23.538034,-46.657955
2190000,2200,156,3,5,3,2,0,0,0,0,Sé/São Paulo,sale,apartment,-23.564237,-46.66086
1220000,1100,100,3,3,1,1,0,0,0,0,Sé/São Paulo,sale,apartment,-23.567744,-46.656579
1549000,1200,94,2,3,2,2,0,0,0,0,Sé/São Paulo,sale,apartment,-23.567378,-46.654455
1190000,1100,101,2,4,2,1,0,0,0,0,Sé/São Paulo,sale,apartment,-23.571955,-46.654835
1680000,1500,135,3,4,1,1,0,0,0,0,Sé/São Paulo,sale,apartment,-23.571772,-46.654697
499000,0,66,2,2,1,2,1,1,1,1,Sé/São Paulo,sale,apartment,-23.532207,-46.564974
812034,1085,125,3,3,1,2,1,0,1,0,Sé/São Paulo,sale,apartment,-23.531085,-46.576241
175000,180,39,2,2,1,1,0,0,0,0,Sé/São Paulo,sale,apartment,-23.545936,-46.617923
239999,380,56,2,2,1,1,1,0,1,0,Sé/São Paulo,sale,apartment,-23.56941,-46.509531
144000,0,48,2,2,1,1,1,0,0,0,Sé/São Paulo,sale,apartment,-23.525003,-46.399177
225000,250,42,2,2,1,1,1,0,1,0,Sé/São Paulo,sale,apartment,-23.606131,-46.552166
245000,395,54,2,2,1,1,0,1,0,0,Sé/São Paulo,sale,apartment,-23.652206,-46.757938
1500000,1850,120,3,3,1,2,1,0,1,0,Sé/São Paulo,sale,apartment,-23.582694,-46.6723
280000,0,47,2,2,1,1,1,1,1,0,Sé/São Paulo,sale,apartment,-23.472214,-46.652742
240000,380,50,2,2,1,1,1,0,1,0,Sé/São Paulo,sale,apartment,-23.497964,-46.513144
315479,350,64,3,2,1,2,1,0,1,0,Sé/São Paulo,sale,apartment,-23.61928,-46.7439
850000,900,94,3,2,1,2,1,0,1,0,Sé/São Paulo,sale,apartment,-23.525499,-46.738791
895000,600,96,3,2,1,2,0,1,1,0,Sé/São Paulo,sale,apartment,-23.55529,-46.570071
488000,717,69,3,2,1,2,0,0,0,0,Sé/São Paulo,sale,apartment,-23.568827,-46.582831
300000,400,51,2,2,1,1,1,0,1,0,Sé/São Paulo,sale,apartment,-23.59754,-46.575188
226500,270,41,2,2,1,1,1,0,1,0,Sé/São Paulo,sale,apartment,-23.602325,-46.551416
842500,1150,109,3,4,1,1,1,0,0,0,Sé/São Paulo,sale,apartment,-23.602787,-46.645559
541600,520,69,2,2,1,1,1,0,1,0,Sé/São Paulo,sale,apartment,-23.598672,-46.604628
294000,250,50,2,2,1,1,1,0,1,0,Sé/São Paulo,sale,apartment,-23.562723,-46.520449
520000,880,76,3,2,1,2,1,0,1,0,Casa Verde/São Paulo,sale,apartment,-23.512842,-46.657865
590000,0,100,3,3,0,2,1,0,1,1,Casa Verde/São Paulo,sale,apartment,-23.518678,-46.667704
530000,920,97,3,3,1,1,1,0,1,0,Casa Verde/São Paulo,sale,apartment,-23.509778,-46.663848
649000,750,65,2,2,1,2,1,1,1,0,Casa Verde/São Paulo,sale,apartment,-23.514394,-46.657088
330000,400,47,2,2,1,1,1,0,1,0,Casa Verde/São Paulo,sale,apartment,-23.510311,-46.656565
835000,1200,126,3,4,1,3,0,0,1,0,Casa Verde/São Paulo,sale,apartment,-23.501952,-46.642914
570000,550,74,2,2,1,1,1,0,1,0,Casa Verde/São Paulo,sale,apartment,-23.514297,-46.658319
300000,350,55,2,2,1,1,1,0,1,0,Casa Verde/São Paulo,sale,apartment,-23.490573,-46.653602
631860,0,59,2,1,0,1,1,0,0,1,Casa Verde/São Paulo,sale,apartment,-23.521758,-46.665712
375000,534,50,1,2,1,2,1,0,0,0,Casa Verde/São Paulo,sale,apartment,-23.506643,-46.666332
530000,930,96,3,2,1,1,0,0,1,0,Casa Verde/São Paulo,sale,apartment,-23.509777,-46.66385
389000,440,53,2,2,1,2,1,0,1,0,Casa Verde/São Paulo,sale,apartment,-23.510311,-46.656567
409000,320,55,2,2,1,1,1,0,1,0,Casa Verde/São Paulo,sale,apartment,-23.510791,-46.656987
850000,720,100,2,3,2,2,0,0,1,0,Casa Verde/São Paulo,sale,apartment,-23.511883,-46.658423
531000,0,78,3,2,1,2,1,0,1,0,Casa Verde/São Paulo,sale,apartment,-23.512842,-46.657865
1593530,0,157,4,1,0,1,1,0,0,1,Casa Verde/São Paulo,sale,apartment,-23.520528,-46.680811
520000,1020,95,3,2,1,1,0,0,1,0,Casa Verde/São Paulo,sale,apartment,-23.51008,-46.663021
760000,547,88,3,2,1,2,1,0,1,0,Casa Verde/São Paulo,sale,apartment,-23.511722,-46.655559
490000,590,64,2,2,1,1,1,1,1,0,Casa Verde/São Paulo,sale,apartment,-23.513717,-46.660349
430000,450,55,2,2,1,1,1,0,1,0,Casa Verde/São Paulo,sale,apartment,-23.498105,-46.645488
776000,0,88,3,3,1,2,1,0,1,0,Casa Verde/São Paulo,sale,apartment,-23.511722,-46.655559
350000,459,66,2,2,1,2,0,0,0,0,Casa Verde/São Paulo,sale,apartment,-23.505814,-46.640393
510000,530,65,2,2,1,1,1,1,1,0,Casa Verde/São Paulo,sale,apartment,-23.514164,-46.657001
800000,850,90,3,3,1,1,1,1,1,0,Casa Verde/São Paulo,sale,apartment,-23.511573,-46.656088
329000,430,47,1,2,1,1,1,0,1,0,Casa Verde/São Paulo,sale,apartment,-23.510311,-46.656565
675000,670,90,3,3,1,2,1,0,1,0,Casa Verde/São Paulo,sale,apartment,-23.510859,-46.65454
660000,550,78,2,3,2,2,1,0,1,0,Casa Verde/São Paulo,sale,apartment,-23.513949,-46.655846
1813610,0,202,4,1,0,1,1,0,0,1,Casa Verde/São Paulo,sale,apartment,-23.520409,-46.683389
450000,929,60,2,2,1,2,1,1,1,0,Casa Verde/São Paulo,sale,apartment,-23.511037,-46.657272
1450000,880,134,3,5,3,2,0,0,1,0,Casa Verde/São Paulo,sale,apartment,-23.497261,-46.644534
875000,720,100,3,4,2,2,1,1,1,0,Casa Verde/São Paulo,sale,apartment,-23.512331,-46.658204
550000,554,84,3,2,1,2,0,0,1,0,Casa Verde/São Paulo,sale,apartment,-23.508399,-46.659651
379000,560,48,2,2,1,1,0,0,1,0,Casa Verde/São Paulo,sale,apartment,-23.510311,-46.656565
460000,730,78,3,2,1,2,1,1,1,0,Casa Verde/São Paulo,sale,apartment,-23.507461,-46.659413
250000,500,60,2,2,1,1,0,0,0,0,Jaçanã/São Paulo,sale,apartment,-23.470543,-46.586862
290000,400,58,2,2,1,1,1,0,1,0,Jaçanã/São Paulo,sale,apartment,-23.462729,-46.586235
290000,550,90,3,2,1,1,1,0,0,0,Jaçanã/São Paulo,sale,apartment,-23.4614,-46.58579
254926,0,45,2,2,1,1,1,0,1,0,Jaçanã/São Paulo,sale,apartment,-23.478298,-46.573189
270000,420,70,2,2,1,1,1,0,0,0,Jaçanã/São Paulo,sale,apartment,-23.462521,-46.585403
290000,420,78,2,2,1,2,0,0,0,0,Jaçanã/São Paulo,sale,apartment,-23.459724,-46.584522
290600,390,51,2,2,1,1,1,0,1,0,Jaçanã/São Paulo,sale,apartment,-23.466493,-46.585201
240000,560,81,2,2,1,1,0,0,0,0,Jaçanã/São Paulo,sale,apartment,-23.461198,-46.585598
365000,390,67,3,2,1,1,0,0,1,0,Jaçanã/São Paulo,sale,apartment,-23.465702,-46.585427
350000,552,78,3,2,1,2,0,0,0,0,Jaçanã/São Paulo,sale,apartment,-23.461198,-46.585598
650000,0,248,3,2,1,2,0,0,1,0,Jaçanã/São Paulo,sale,apartment,-23.469357,-46.582674
270000,450,67,2,2,1,1,1,0,0,0,Jaçanã/São Paulo,sale,apartment,-23.459729,-46.584893
365000,350,67,3,2,1,1,1,0,1,0,Jaçanã/São Paulo,sale,apartment,-23.465702,-46.585426
160000,100,35,1,2,1,1,0,0,0,0,Jaçanã/São Paulo,sale,apartment,-23.462734,-46.575959
220000,100,45,2,2,1,1,0,0,0,0,Jaçanã/São Paulo,sale,apartment,-23.462734,-46.575959
260000,550,62,2,2,1,1,0,0,0,0,Jaçanã/São Paulo,sale,apartment,-23.4614,-46.58579
359000,0,67,3,2,1,1,1,0,1,0,Jaçanã/São Paulo,sale,apartment,-23.465702,-46.585427
340466,428,60,3,2,1,1,1,0,1,0,Jaçanã/São Paulo,sale,apartment,-23.477778,-46.573455
370000,480,90,3,2,1,2,1,0,0,0,Jaçanã/São Paulo,sale,apartment,-23.4614,-46.58579
370000,0,67,3,2,1,1,1,0,1,0,Jaçanã/São Paulo,sale,apartment,-23.465702,-46.585427
293000,0,49,2,2,1,1,0,0,1,0,Jaçanã/São Paulo,sale,apartment,-23.4783,-46.57319
350000,0,74,3,2,1,1,0,0,0,0,Jaçanã/São Paulo,sale,apartment,-23.460123,-46.58396
290000,410,91,3,2,1,2,0,0,0,0,Jaçanã/São Paulo,sale,apartment,-23.459983,-46.585363
280000,0,45,2,2,1,1,1,0,1,0,Jaçanã/São Paulo,sale,apartment,-23.478298,-46.573189
250000,350,45,2,2,1,1,1,0,1,0,Jaçanã/São Paulo,sale,apartment,-23.477778,-46.573455
280000,480,78,2,2,1,1,0,0,0,0,Jaçanã/São Paulo,sale,apartment,-23.462521,-46.585403
280000,390,62,2,2,1,2,0,0,0,0,Jaçanã/São Paulo,sale,apartment,-23.462102,-46.585879
320000,490,64,2,2,1,1,1,0,1,0,Jaçanã/São Paulo,sale,apartment,-23.4637,-46.585974
232000,380,48,2,2,1,1,1,0,1,0,Jaçanã/São Paulo,sale,apartment,-23.483119,-46.566866
665000,520,83,3,3,1,2,1,0,1,0,Mandaqui/São Paulo,sale,apartment,-23.473916,-46.629315
447000,387,65,2,2,1,1,1,0,1,0,Mandaqui/São Paulo,sale,apartment,-23.48135,-46.631241
310000,0,50,2,2,1,2,0,0,1,0,Mandaqui/São Paulo,sale,apartment,-23.476103,-46.625392
600000,890,70,3,2,1,2,1,0,1,0,Mandaqui/São Paulo,sale,apartment,-23.479146,-46.637855
321000,0,50,2,2,1,2,1,0,1,0,Mandaqui/São Paulo,sale,apartment,-23.4761,-46.625532
760000,800,104,3,4,1,2,1,0,1,0,Mandaqui/São Paulo,sale,apartment,-23.481185,-46.644874
595000,0,80,3,2,1,2,1,0,1,0,Mandaqui/São Paulo,sale,apartment,-23.480964,-46.631282
390000,0,65,2,2,1,1,0,0,0,0,Mandaqui/São Paulo,sale,apartment,-23.482323,-46.635628
321000,0,51,2,2,1,2,1,0,1,0,Mandaqui/São Paulo,sale,apartment,-23.4761,-46.625532
435000,0,77,3,2,1,2,0,0,0,0,Mandaqui/São Paulo,sale,apartment,-23.473199,-46.63731
565000,0,93,3,2,1,2,0,1,1,0,Mandaqui/São Paulo,sale,apartment,-23.47185,-46.630367
325000,0,55,2,2,1,2,1,0,1,0,Mandaqui/São Paulo,sale,apartment,-23.4761,-46.625532
480000,0,73,3,2,1,2,0,1,1,0,Mandaqui/São Paulo,sale,apartment,-23.475471,-46.634803
313000,0,51,2,2,1,2,1,0,1,0,Mandaqui/São Paulo,sale,apartment,-23.476103,-46.625392
297000,0,50,2,2,1,2,1,0,1,0,Mandaqui/São Paulo,sale,apartment,-23.476103,-46.625392
321000,0,51,2,2,1,2,1,0,1,0,Mandaqui/São Paulo,sale,apartment,-23.475941,-46.625318
315000,0,54,2,2,1,2,1,0,1,0,Mandaqui/São Paulo,sale,apartment,-23.476103,-46.625392
360000,625,70,3,2,1,1,0,0,1,0,Mandaqui/São Paulo,sale,apartment,-23.477553,-46.621707
321000,0,50,2,2,1,2,1,0,1,0,Mandaqui/São Paulo,sale,apartment,-23.4761,-46.625532
295000,400,50,2,2,1,1,1,1,0,0,Mandaqui/São Paulo,sale,apartment,-23.468283,-46.637882
550000,550,76,3,2,1,2,1,0,1,0,Mandaqui/São Paulo,sale,apartment,-23.472819,-46.6304
779000,1500,143,3,3,1,3,0,0,1,0,Mandaqui/São Paulo,sale,apartment,-23.484809,-46.624737
350000,510,50,2,2,1,1,1,0,1,0,Mandaqui/São Paulo,sale,apartment,-23.488317,-46.648214
550000,0,90,3,2,1,3,1,0,1,0,Mandaqui/São Paulo,sale,apartment,-23.479873,-46.640728
429000,899,88,3,2,1,2,1,0,1,0,Mandaqui/São Paulo,sale,apartment,-23.473199,-46.63731
420000,420,50,2,2,1,1,1,0,1,0,Mandaqui/São Paulo,sale,apartment,-23.470245,-46.630771
880000,1200,123,3,5,3,3,0,0,1,0,Mandaqui/São Paulo,sale,apartment,-23.478763,-46.633197
290000,454,48,2,2,1,1,0,0,0,0,Mandaqui/São Paulo,sale,apartment,-23.472283,-46.634845
495000,0,98,3,2,1,2,0,0,0,0,Mandaqui/São Paulo,sale,apartment,-23.474025,-46.631457
500000,0,86,3,2,1,2,0,0,0,0,Mandaqui/São Paulo,sale,apartment,-23.484146,-46.623666
376000,680,63,2,2,1,1,0,0,1,0,Santana/São Paulo,sale,apartment,-23.49862,-46.626969
475000,460,73,2,2,1,1,0,0,0,0,Santana/São Paulo,sale,apartment,-23.502373,-46.619691
680000,940,118,3,2,1,1,1,0,1,0,Santana/São Paulo,sale,apartment,-23.50076,-46.625908
1220000,1100,140,3,5,3,2,1,0,1,0,Santana/São Paulo,sale,apartment,-23.499185,-46.63223
475000,530,68,3,3,1,1,1,0,1,0,Santana/São Paulo,sale,apartment,-23.484695,-46.629468
450000,600,42,1,2,1,2,1,0,1,0,Santana/São Paulo,sale,apartment,-23.493596,-46.626172
292000,460,50,2,2,1,1,1,0,1,0,Santana/São Paulo,sale,apartment,-23.490381,-46.639761
400000,600,52,2,2,1,1,0,0,1,0,Santana/São Paulo,sale,apartment,-23.496317,-46.610985
1500000,1025,145,3,5,3,3,1,0,1,0,Santana/São Paulo,sale,apartment,-23.499479,-46.641957
819900,680,108,3,3,1,2,1,0,1,1,Santana/São Paulo,sale,apartment,-23.490713,-46.639126
986000,750,92,3,3,1,2,1,1,1,0,Santana/São Paulo,sale,apartment,-23.494921,-46.632484
540000,698,62,2,2,1,1,1,0,1,0,Santana/São Paulo,sale,apartment,-23.503412,-46.635713
1500000,1500,143,3,4,3,4,1,1,1,0,Santana/São Paulo,sale,apartment,-23.498819,-46.629282
250000,480,58,2,2,1,1,0,0,0,0,Santana/São Paulo,sale,apartment,-23.503087,-46.637276
453128,0,64,2,2,1,1,1,0,1,0,Santana/São Paulo,sale,apartment,-23.480764,-46.631277
